Year,Time,Node_ID,Event_Name,Individual_ID,Age,Gender,Infected,Infectiousness
57.726,21070,709,Emigrating,24105,1313,M,0,0
57.726,21070,548,Emigrating,24558,785,F,0,0
57.726,21070,528,Emigrating,18286,8058,M,0,0
57.726,21070,1001,NewInfectionEvent,12830,14395,F,1,0
57.726,21070,1001,NewInfectionEvent,18333,8004,M,1,0
57.726,21070,1001,NewInfectionEvent,7006,21026,M,1,4.93481e-05
57.726,21070,1001,NewInfectionEvent,21586,4265,M,1,0
57.726,21070,1001,NewClinicalCase,24031,1396,F,1,0
57.726,21070,1001,NewClinicalCase,22928,2704,M,1,0
57.726,21070,1001,NewInfectionEvent,21698,4141,F,1,0
57.726,21070,1001,NewInfectionEvent,12718,14514,M,1,0
57.7288,21071,650,Emigrating,24558,786,F,0,0
57.7288,21071,334,Emigrating,13825,13218,F,0,0
57.7288,21071,1001,Received_Treatment,23063,2565,M,1,0.00031275
57.7288,21071,1001,NewClinicalCase,21089,4881,F,1,1.49497e-05
57.7288,21071,1001,NewInfectionEvent,21657,4179,M,1,0
57.7288,21071,1001,NewInfectionEvent,14480,12471,M,1,0
57.7288,21071,1001,NewInfectionEvent,20741,5260,M,1,0.0989039
57.7288,21071,1001,NewInfectionEvent,12215,15086,F,1,0
57.7288,21071,1001,NewInfectionEvent,18360,7972,F,1,0
57.7288,21071,1001,NewInfectionEvent,24000,1432,F,1,0
57.7288,21071,1001,NewInfectionEvent,24203,1210,M,1,0
57.7288,21071,1001,Received_Treatment,20248,5801,M,1,0.108775
57.7288,21071,1001,NewInfectionEvent,19617,6461,F,1,0
57.7288,21071,1001,NewInfectionEvent,15791,10960,F,1,0.0225193
57.7288,21071,276,Emigrating,23662,1855,M,0,0
57.7288,21071,243,Emigrating,18074,8312,F,0,0
57.7288,21071,172,Emigrating,12392,14905,M,0,0
57.7288,21071,122,Emigrating,22413,3311,M,0,0
57.7288,21071,79,Emigrating,21947,3866,M,0,0
57.7288,21071,34,Emigrating,22908,2719,M,0,0
57.7315,21072,697,Emigrating,18286,8060,M,0,0
57.7315,21072,314,Emigrating,17272,9281,F,0,0
57.7315,21072,1001,NewInfectionEvent,19730,6346,M,1,0
57.7315,21072,1001,NewInfectionEvent,18135,8228,F,1,0
57.7315,21072,1001,NewInfectionEvent,22313,3444,F,1,0
57.7315,21072,1001,NewInfectionEvent,2275,23418.9,F,1,0
57.7315,21072,1001,NewInfectionEvent,17450,9026,F,1,0
57.7315,21072,1001,NewInfectionEvent,19230,6918,F,1,0.000304395
57.7315,21072,1001,NewInfectionEvent,19492,6622,F,1,0.000126485
57.7315,21072,1001,Emigrating,12994,14211,M,0,0
57.7315,21072,232,Emigrating,20425,5612,M,0,0
57.7315,21072,67,Emigrating,24105,1315,M,0,0
57.7315,21072,15,Emigrating,23381,2180,M,0,0
57.7315,21072,15,Emigrating,13825,13219,F,0,0
57.7315,21072,13,Emigrating,18074,8313,F,0,0
57.7342,21073,703,Emigrating,22908,2721,M,0,0
57.7342,21073,686,Emigrating,6401,22410,M,0,0
57.7342,21073,567,Emigrating,20763,5238,M,0,0
57.7342,21073,381,Emigrating,12392,14907,M,0,0
57.7342,21073,1001,NewInfectionEvent,18412,7910,M,1,0
57.7342,21073,1001,NewInfectionEvent,13026,14166,M,1,3.64828e-07
57.7342,21073,1001,NewInfectionEvent,16436,10217,M,1,0
57.7342,21073,1001,Received_Treatment,24213,1199,M,1,0.000103015
57.7342,21073,1001,NewClinicalCase,23364,2216,M,1,0
57.7342,21073,1001,NewClinicalCase,23929,1528,M,1,0
57.7342,21073,1001,NewInfectionEvent,19868,6193,M,1,0
57.7342,21073,1001,NewInfectionEvent,21003,4963,M,1,0
57.7342,21073,1001,NewInfectionEvent,22876,2763,F,1,0
57.7342,21073,1001,NewInfectionEvent,20675,5332,F,1,0
57.7342,21073,1001,NewInfectionEvent,8396,19357,F,1,0
57.7342,21073,1001,NewInfectionEvent,15828,10911,F,1,0
57.7342,21073,1001,NewInfectionEvent,22821,2829,M,1,0
57.7342,21073,1001,NewInfectionEvent,20403,5632,F,1,0.0127813
57.7342,21073,1001,NewInfectionEvent,24167,1247,M,1,0
57.7342,21073,1001,NewInfectionEvent,12883,14338,F,1,0
57.7342,21073,1001,NewInfectionEvent,16000,10695,M,1,0
57.7342,21073,284,Emigrating,22042,3766,M,0,0
57.7342,21073,192,Emigrating,22413,3313,M,0,0
57.737,21074,694,Emigrating,21189,4745,F,0,0
57.737,21074,1001,NewClinicalCase,24604,729,M,1,0
57.737,21074,1001,NewInfectionEvent,15249,11569,M,1,0
57.737,21074,1001,Received_Treatment,23364,2217,M,1,0
57.737,21074,1001,NewInfectionEvent,8396,19358,F,1,0
57.7397,21075,427,Emigrating,14708,12222,F,0,0
57.7397,21075,1001,NewClinicalCase,22991,2652,F,1,0
57.7397,21075,1001,NewInfectionEvent,14000,13024,F,1,0
57.7397,21075,1001,NewInfectionEvent,9627,17995,F,1,0
57.7397,21075,1001,NewInfectionEvent,18882,7352,F,1,0.280042
57.7397,21075,1001,NewInfectionEvent,23364,2218,M,1,0
57.7397,21075,1001,NewInfectionEvent,17903,8505,F,1,0.00018534
57.7397,21075,1001,NewInfectionEvent,24091,1339,F,1,0
57.7397,21075,1001,NewInfectionEvent,10386,17141,F,1,0
57.7397,21075,1001,NewInfectionEvent,20446,5593,F,1,0
57.7397,21075,1001,NewInfectionEvent,12542,14726,F,1,0
57.7397,21075,1001,NewClinicalCase,22358,3390,M,1,0
57.7397,21075,1001,NewInfectionEvent,20496,5525,M,1,0.0345783
57.7397,21075,1001,NewInfectionEvent,10935,16520,M,1,0
57.7397,21075,1001,NewInfectionEvent,15030,11829,F,1,0
57.7397,21075,49,Emigrating,24679,653,M,0,0
57.7425,21076,467,Emigrating,23972,1479,F,0,0
57.7425,21076,341,Emigrating,16958,9622,F,0,0
57.7425,21076,1001,Received_Treatment,22991,2653,F,1,0
57.7425,21076,1001,NewClinicalCase,21427,4438,F,1,0
57.7425,21076,1001,NewInfectionEvent,19595,6507,M,1,0
57.7425,21076,1001,NewInfectionEvent,21413,4461,F,1,0
57.7425,21076,1001,NewInfectionEvent,15598,11169,F,1,0.000180669
57.7425,21076,1001,NewInfectionEvent,17845,8587,F,1,0
57.7425,21076,1001,NewInfectionEvent,12672,14572,M,1,0
57.7425,21076,1001,NewInfectionEvent,17961,8452,M,1,0.00177118
57.7425,21076,1001,Received_Treatment,24031,1402,F,1,0.000276237
57.7425,21076,1001,NewInfectionEvent,17405,9093,F,1,0.000645555
57.7425,21076,1001,NewInfectionEvent,11529,15860,F,1,0.000656908
57.7425,21076,1001,NewInfectionEvent,22328,3432,M,1,0
57.7425,21076,253,Emigrating,13000,14211,M,0,0
57.7425,21076,195,Emigrating,11748,15627,M,0,0
57.7452,21077,567,Emigrating,20262,5790,F,0,0
57.7452,21077,415,Emigrating,10499,17012,M,0,0
57.7452,21077,1001,NewInfectionEvent,20862,5138,F,1,0
57.7452,21077,1001,NewInfectionEvent,22392,3344,F,1,0.183685
57.7452,21077,1001,NewInfectionEvent,20701,5307,F,1,0
57.7452,21077,1001,NewInfectionEvent,22385,3353,M,1,0
57.7452,21077,1001,NewInfectionEvent,12564,14694,M,1,0
57.7452,21077,233,Emigrating,21189,4748,F,0,0
57.7452,21077,175,Emigrating,21428,4435,M,0,0
57.7479,21078,672,Emigrating,16958,9624,F,0,0
57.7479,21078,466,Emigrating,25036,252,M,0,0
57.7479,21078,1001,NewClinicalCase,20301,5744,F,1,0
57.7479,21078,1001,NewInfectionEvent,22947,2691,M,1,0
57.7479,21078,1001,NewInfectionEvent,13733,13329,F,1,0
57.7479,21078,1001,NewInfectionEvent,12491,14795,M,1,0
57.7479,21078,1001,Received_Treatment,23929,1533,M,1,2.7268e-05
57.7479,21078,1001,NewInfectionEvent,12883,14343,F,1,0
57.7479,21078,1001,Emigrating,14994,11876,F,1,0.0527498
57.7479,21078,186,Emigrating,6401,22415,M,0,0
57.7507,21079,553,Emigrating,22081,3719,F,0,0
57.7507,21079,428,Emigrating,16779,9835,M,0,0
57.7507,21079,382,Emigrating,25036,253,M,0,0
57.7507,21079,297,Emigrating,22832,2821,F,0,0
57.7507,21079,1001,Received_Treatment,24604,734,M,1,1.69651e-05
57.7507,21079,1001,NewInfectionEvent,20557,5467,F,1,0
57.7507,21079,1001,NewInfectionEvent,10725,16755,M,1,0
57.7507,21079,1001,NewInfectionEvent,21586,4274,M,1,0
57.7507,21079,1001,Received_Treatment,22928,2713,M,1,0.253275
57.7507,21079,1001,NewInfectionEvent,12663,14589,M,1,0.000868676
57.7507,21079,15,Emigrating,11748,15630,M,0,0
57.7507,21079,15,Emigrating,23972,1482,F,0,0
57.7534,21080,1001,NewInfectionEvent,13057,14127,M,1,0
57.7534,21080,1001,NewClinicalCase,18120,8258,M,1,2.18219e-07
57.7534,21080,1001,NewInfectionEvent,20864,5140,M,1,0
57.7534,21080,1001,NewClinicalCase,25179,71,F,1,0
57.7534,21080,1001,Received_Treatment,25179,71,F,1,0
57.7534,21080,1001,NewInfectionEvent,13945,13093,M,1,1.0176e-06
57.7534,21080,1001,NewInfectionEvent,17172,9403,M,1,0
57.7534,21080,294,Emigrating,23550,1990,M,0,0
57.7534,21080,132,Emigrating,23579,1960,M,0,0
57.7562,21081,650,Emigrating,22081,3721,F,0,0
57.7562,21081,563,Emigrating,16779,9837,M,0,0
57.7562,21081,1001,NewInfectionEvent,16802,9812,M,1,0
57.7562,21081,1001,NewInfectionEvent,12674,14575,F,1,0
57.7562,21081,1001,NewClinicalCase,21282,4613,F,1,0
57.7562,21081,1001,NewInfectionEvent,16835,9778,M,1,0
57.7589,21082,676,Emigrating,25079,195,F,0,0
57.7589,21082,636,Emigrating,15390,11418,F,0,0
57.7589,21082,589,Emigrating,23728,1802,F,0,0
57.7589,21082,1001,NewClinicalCase,24472,906,F,1,0
57.7589,21082,1001,NewInfectionEvent,18430,7900,F,1,0
57.7589,21082,1001,NewInfectionEvent,17436,9055,M,1,0
57.7589,21082,1001,NewInfectionEvent,17498,8988,F,1,0.00182446
57.7589,21082,1001,NewClinicalCase,21435,4437,M,1,1.07625e-05
57.7616,21083,352,Emigrating,23728,1803,F,0,0
57.7616,21083,1001,NewInfectionEvent,10681,16801,M,1,0
57.7616,21083,1001,NewClinicalCase,22058,3753,F,1,0
57.7616,21083,1001,NewClinicalCase,21716,4134,F,1,0
57.7616,21083,79,Emigrating,13000,14218,M,0,0
57.7616,21083,78,Emigrating,20994,4987,M,0,0
57.7644,21084,470,Emigrating,20262,5797,F,0,0
57.7644,21084,1001,NewInfectionEvent,22557,3173,M,1,0
57.7644,21084,1001,NewClinicalCase,16895,9705,F,1,3.46186e-07
57.7644,21084,1001,NewInfectionEvent,19506,6610,F,1,0
57.7644,21084,1001,NewInfectionEvent,11551,15838,F,1,0
57.7644,21084,1001,NewInfectionEvent,7300,20690,F,1,0
57.7644,21084,1001,NewInfectionEvent,14937,11950,F,1,0
57.7644,21084,1001,NewInfectionEvent,21674,4180,M,1,0
57.7644,21084,1001,NewInfectionEvent,18842,7389,M,1,0
57.7644,21084,1001,NewInfectionEvent,19043,7162,M,1,0.0122641
57.7644,21084,242,Emigrating,20073,6000,F,0,0
57.7644,21084,15,Emigrating,23550,1994,M,0,0
57.7671,21085,628,Emigrating,13789,13270,M,0,0
57.7671,21085,326,Emigrating,10499,17020,M,0,0
57.7671,21085,297,Emigrating,23410,2153,F,0,0
57.7671,21085,1001,Received_Treatment,24472,909,F,1,0
57.7671,21085,1001,Received_Treatment,21282,4617,F,1,1.4359e-05
57.7671,21085,1001,Received_Treatment,21716,4136,F,1,0
57.7671,21085,1001,NewInfectionEvent,20633,5396,F,1,0
57.7671,21085,1001,NewClinicalCase,20394,5653,M,1,0.000176224
57.7671,21085,1001,Emigrating,12244,15066,F,0,0
57.7671,21085,192,Emigrating,23662,1869,M,0,0
57.7671,21085,129,Emigrating,24241,1174,F,0,0
57.7699,21086,695,Emigrating,24241,1175,F,0,0
57.7699,21086,663,Emigrating,21300,4596,F,0,0
57.7699,21086,650,Emigrating,25079,199,F,0,0
57.7699,21086,1001,NewInfectionEvent,12525,14756,F,1,0
57.7699,21086,1001,NewInfectionEvent,19023,7192,M,1,0
57.7699,21086,1001,NewInfectionEvent,15377,11437,M,1,0
57.7699,21086,1001,NewClinicalCase,19606,6499,F,1,2.35679e-07
57.7699,21086,192,Emigrating,23410,2154,F,0,0
57.7699,21086,161,Emigrating,12362,14953,F,0,0
57.7699,21086,79,Emigrating,22832,2828,F,0,0
57.7699,21086,74,Emigrating,21428,4444,M,0,0
57.7726,21087,706,Emigrating,20073,6003,F,0,0
57.7726,21087,559,Emigrating,15390,11423,F,0,0
57.7726,21087,1001,NewInfectionEvent,19386,6745,M,1,0
57.7726,21087,1001,NewClinicalCase,18892,7353,F,1,0
57.7726,21087,1001,Received_Treatment,18892,7353,F,1,0
57.7726,21087,1001,NewClinicalCase,19722,6370,F,1,1.80858e-05
57.7726,21087,1001,Received_Treatment,19722,6370,F,1,1.80858e-05
57.7726,21087,1001,NewInfectionEvent,21645,4215,F,1,1.44889e-06
57.7726,21087,1001,NewInfectionEvent,10439,17095,F,1,1.98264e-06
57.7726,21087,1001,NewInfectionEvent,20826,5190,F,1,0
57.7726,21087,1001,Emigrating,20035,6044,M,0,0
57.7726,21087,231,Emigrating,20763,5252,M,0,0
57.7726,21087,192,Emigrating,12362,14954,F,0,0
57.7753,21088,477,Emigrating,20994,4992,M,0,0
57.7753,21088,465,Emigrating,13789,13273,M,0,0
57.7753,21088,364,Emigrating,15081,11766,F,0,0
57.7753,21088,1001,NewClinicalCase,20495,5539,M,1,0.000167621
57.7753,21088,1001,NewInfectionEvent,23565,1984,M,1,0
57.7753,21088,1001,NewInfectionEvent,13733,13339,F,1,0
57.7753,21088,1001,NewInfectionEvent,13558,13567,F,1,0
57.7753,21088,1001,NewClinicalCase,24000,1449,F,1,0
57.7753,21088,1001,NewInfectionEvent,1954,23111.2,F,1,0
57.7753,21088,1001,NewClinicalCase,24203,1227,M,1,0
57.7753,21088,1001,Received_Treatment,19606,6501,F,1,5.51355e-06
57.7753,21088,1001,NewClinicalCase,20671,5355,F,1,0
57.7753,21088,1001,Received_Treatment,20671,5355,F,1,0
57.7781,21089,1001,NewInfectionEvent,14155,12854,F,1,0.000666489
57.7781,21089,1001,NewInfectionEvent,15631,11146,M,1,0
57.7781,21089,1001,NewInfectionEvent,9967,17614,F,1,6.94415e-05
57.7781,21089,1001,NewInfectionEvent,12401,14913,M,1,0
57.7781,21089,1001,NewClinicalCase,21586,4284,M,1,2.02227e-06
57.7781,21089,1001,Received_Treatment,24203,1228,M,1,0
57.7781,21089,1001,NewClinicalCase,21698,4160,F,1,0
57.7808,21090,573,Emigrating,21484,4392,M,0,0
57.7808,21090,559,Emigrating,17594,8877,F,0,0
57.7808,21090,1001,NewInfectionEvent,14394,12572,F,1,0
57.7808,21090,1001,NewInfectionEvent,14510,12456,M,1,0.000494956
57.7808,21090,1001,NewInfectionEvent,16371,10311,F,1,0
57.7808,21090,1001,Received_Treatment,21698,4161,F,1,0
57.7808,21090,1001,NewInfectionEvent,20890,5115,F,1,0
57.7808,21090,1001,NewClinicalCase,24167,1264,M,1,0
57.7808,21090,248,Emigrating,15081,11768,F,0,0
57.7808,21090,51,Emigrating,24553,813,F,0,0
57.7836,21091,650,Emigrating,23579,1971,M,0,0
57.7836,21091,1001,NewInfectionEvent,19386,6749,M,1,0
57.7836,21091,1001,Received_Treatment,22058,3761,F,1,0.0503828
57.7836,21091,1001,NewInfectionEvent,18532,7779,F,1,0
57.7836,21091,1001,NewInfectionEvent,17640,8827,M,1,0.001276
57.7836,21091,1001,NewInfectionEvent,8259,19544,M,1,0.000170581
57.7836,21091,1001,NewInfectionEvent,19496,6634,M,1,0.0793154
57.7836,21091,1001,NewInfectionEvent,20062,6024,F,1,0
57.7836,21091,1001,Emigrating,21654,4207,F,0,0
57.7836,21091,186,Emigrating,21300,4601,F,0,0
57.7836,21091,171,Emigrating,17594,8878,F,0,0
57.7863,21092,1001,NewClinicalCase,20741,5281,M,1,9.87821e-05
57.7863,21092,1001,NewInfectionEvent,12180,15146,F,1,0.00085879
57.7863,21092,1001,NewClinicalCase,24091,1356,F,1,0
57.7863,21092,1001,Received_Treatment,24167,1266,M,1,0
57.7863,21092,1001,NewInfectionEvent,18150,8227,M,1,0.000118299
57.7863,21092,192,Emigrating,21484,4394,M,0,0
57.789,21093,678,Emigrating,24553,816,F,0,0
57.789,21093,612,Emigrating,17576,8898,M,0,0
57.789,21093,594,Emigrating,15469,11334,M,0,0
57.789,21093,429,Emigrating,22925,2729,M,0,0
57.789,21093,1001,Received_Treatment,16895,9714,F,1,0.106448
57.789,21093,1001,NewInfectionEvent,18526,7790,F,1,0
57.789,21093,1001,Received_Treatment,24000,1454,F,1,3.49115e-05
57.789,21093,1001,Received_Treatment,24091,1357,F,1,0
57.789,21093,1001,NewInfectionEvent,19438,6701,F,1,0.0699492
57.789,21093,1001,NewInfectionEvent,21003,4983,M,1,0
57.789,21093,1001,NewInfectionEvent,19814,6274,F,1,0.0263693
57.789,21093,1001,NewInfectionEvent,24188,1244,M,1,0
57.789,21093,1001,Received_Treatment,21435,4448,M,1,0.759986
57.789,21093,1001,NewInfectionEvent,14375,12598,F,1,0
57.7918,21094,382,Emigrating,24191,1242,F,0,0
57.7918,21094,1001,NewInfectionEvent,20140,5942,F,1,0.291273
57.7918,21094,1001,NewInfectionEvent,22209,3594,M,1,0
57.7918,21094,186,Emigrating,15469,11335,M,0,0
57.7945,21095,606,Emigrating,21568,4305,F,0,0
57.7945,21095,559,Emigrating,22925,2731,M,0,0
57.7945,21095,416,Emigrating,19803,6287,M,0,0
57.7945,21095,1001,NewInfectionEvent,13863,13211,F,1,0
57.7945,21095,1001,NewInfectionEvent,14304,12684,F,1,0
57.7945,21095,1001,NewInfectionEvent,20577,5460,F,1,0.0109133
57.7945,21095,1001,Received_Treatment,21586,4290,M,1,0.0156754
57.7945,21095,1001,NewInfectionEvent,17436,9068,M,1,0
57.7945,21095,1001,NewInfectionEvent,16961,9640,M,1,0
57.7945,21095,1001,NewInfectionEvent,13316,13840,M,1,0
57.7945,21095,1001,NewInfectionEvent,16989,9607,F,1,0
57.7973,21096,1001,NewInfectionEvent,18382,7976,M,1,0
57.7973,21096,1001,NewClinicalCase,22947,2709,M,1,0
57.7973,21096,1001,NewInfectionEvent,16244,10454,M,1,0
57.7973,21096,1001,NewClinicalCase,22328,3452,M,1,0
57.7973,21096,20,Emigrating,21568,4306,F,0,0
57.7973,21096,15,Emigrating,17576,8901,M,0,0
57.8,21097,416,Emigrating,10269,17295,M,0,0
57.8,21097,408,Emigrating,12489,14818,M,0,0
57.8,21097,1001,Received_Treatment,22947,2710,M,1,0
57.8,21097,1001,NewInfectionEvent,20442,5621,M,1,0.031198
57.8,21097,1001,NewClinicalCase,23364,2240,M,1,3.1237e-08
57.8,21097,1001,NewInfectionEvent,15918,10823,F,1,0
57.8,21097,105,Emigrating,17529,8967,M,0,0
57.8,21097,41,Emigrating,18285,8086,F,0,0
57.8027,21098,562,Emigrating,16297,10399,F,0,0
57.8027,21098,479,Emigrating,10269,17296,M,0,0
57.8027,21098,1001,NewInfectionEvent,14014,13030,M,1,0
57.8027,21098,1001,NewInfectionEvent,1560,23009.4,M,1,0
57.8027,21098,1001,NewInfectionEvent,16137,10576,F,1,0
57.8027,21098,1001,NewInfectionEvent,16503,10160,M,1,0.00227029
57.8027,21098,1001,NewInfectionEvent,16029,10684,F,1,0.0138737
57.8027,21098,24,Emigrating,24191,1246,F,0,0
57.8055,21099,702,Emigrating,24968,346,M,0,0
57.8055,21099,650,Emigrating,18285,8088,F,0,0
57.8055,21099,346,Emigrating,22028,3812,F,0,0
57.8055,21099,312,Emigrating,16533,10120,F,0,0
57.8055,21099,1001,NewInfectionEvent,12525,14769,F,1,0
57.8055,21099,1001,NewInfectionEvent,21280,4635,M,1,0.037109
57.8055,21099,1001,NewInfectionEvent,13026,14192,M,1,0.00113547
57.8055,21099,1001,NewInfectionEvent,15508,11298,F,1,0
57.8055,21099,1001,NewInfectionEvent,14304,12688,F,1,0
57.8055,21099,1001,Received_Treatment,23364,2242,M,1,3.33933e-07
57.8055,21099,1001,NewInfectionEvent,18586,7727,M,1,0
57.8055,21099,1001,NewInfectionEvent,16869,9753,M,1,0
57.8055,21099,1001,NewInfectionEvent,21886,3954,M,1,0.00499498
57.8082,21100,735,Emigrating,14537,12443,M,0,0
57.8082,21100,631,Emigrating,17963,8475,M,0,0
57.8082,21100,296,Emigrating,10514,17017,M,0,0
57.8082,21100,1001,NewInfectionEvent,17160,9435,M,1,0.000644578
57.8082,21100,1001,NewInfectionEvent,7853,20079,F,1,0
57.8082,21100,1001,NewInfectionEvent,8437,19337,M,1,0
57.8082,21100,15,Emigrating,17529,8970,M,0,0
57.811,21101,588,Emigrating,23573,1984,M,0,0
57.811,21101,559,Emigrating,24968,348,M,0,0
57.811,21101,1001,NewInfectionEvent,15070,11798,M,1,0
57.811,21101,1001,NewInfectionEvent,24419,989,M,1,0
57.811,21101,1001,NewInfectionEvent,13803,13273,M,1,0
57.811,21101,1001,NewInfectionEvent,13640,13478,F,1,0
57.811,21101,1001,NewInfectionEvent,14233,12781,F,1,0
57.811,21101,1001,NewClinicalCase,17436,9074,M,1,0
57.811,21101,228,Emigrating,17963,8476,M,0,0
57.811,21101,79,Emigrating,14537,12444,M,0,0
57.8137,21102,479,Emigrating,19803,6294,M,0,0
57.8137,21102,360,Emigrating,16297,10403,F,0,0
57.8137,21102,1001,NewInfectionEvent,18755,7535,F,1,0.206612
57.8137,21102,1001,NewInfectionEvent,16344,10355,M,1,7.36586e-05
57.8137,21102,1001,NewInfectionEvent,2092,22026.5,M,1,0
57.8137,21102,242,Emigrating,22028,3815,F,0,0
57.8164,21103,648,Emigrating,23573,1986,M,0,0
57.8164,21103,572,Emigrating,12489,14824,M,0,0
57.8164,21103,511,Emigrating,20570,5476,M,0,0
57.8164,21103,1001,NewInfectionEvent,11863,15506,F,1,0
57.8164,21103,1001,NewInfectionEvent,14886,12024,M,1,0
57.8164,21103,1001,NewInfectionEvent,19292,6880,F,1,0
57.8164,21103,121,Emigrating,581,22477.2,M,0,0
57.8192,21104,678,Emigrating,24670,690,F,0,0
57.8192,21104,1001,NewInfectionEvent,15480,11337,M,1,0
57.8192,21104,1001,Emigrating,16533,10125,F,0,0
57.8192,21104,261,Emigrating,25018,306,F,0,0
57.8219,21105,448,Emigrating,24781,561,F,0,0
57.8219,21105,1001,NewInfectionEvent,19966,6135,F,1,0.00109871
57.8219,21105,1001,NewInfectionEvent,21338,4563,F,1,0.00230955
57.8219,21105,1001,NewInfectionEvent,1821,25685,M,1,0
57.8219,21105,1001,NewInfectionEvent,21552,4328,F,1,0
57.8219,21105,1001,NewInfectionEvent,15857,10905,M,1,0
57.8219,21105,1001,NewInfectionEvent,16655,10002,M,1,1.88368e-05
57.8219,21105,1001,NewInfectionEvent,22852,2828,M,1,0
57.8219,21105,265,Emigrating,9311,18350,F,0,0
57.8219,21105,141,Emigrating,24644,725,M,0,0
57.8247,21106,469,Emigrating,12742,14527,M,0,0
57.8247,21106,412,Emigrating,581,22480.2,M,0,0
57.8247,21106,1001,NewInfectionEvent,15805,10970,M,1,0
57.8247,21106,1001,NewClinicalCase,23565,2002,M,1,0
57.8247,21106,1001,NewInfectionEvent,1631,28175.1,F,1,0
57.8247,21106,1001,NewInfectionEvent,23534,2036,M,1,0
57.8247,21106,1001,NewInfectionEvent,15213,11644,F,1,0
57.8247,21106,1001,NewInfectionEvent,13484,13669,F,1,0
57.8247,21106,1001,NewInfectionEvent,20615,5433,M,1,0
57.8247,21106,295,Emigrating,25018,308,F,0,0
57.8247,21106,288,Emigrating,20570,5479,M,0,0
57.8247,21106,192,Emigrating,24781,562,F,0,0
57.8247,21106,186,Emigrating,9311,18351,F,0,0
57.8274,21107,564,Emigrating,13940,13129,F,0,0
57.8274,21107,1001,NewInfectionEvent,15480,11340,M,1,0
57.8274,21107,1001,NewInfectionEvent,24157,1291,F,1,0
57.8274,21107,1001,Received_Treatment,17436,9080,M,1,0.000473487
57.8274,21107,88,Emigrating,8574,19182,F,0,0
57.8301,21108,562,Emigrating,10514,17025,M,0,0
57.8301,21108,496,Emigrating,23653,1903,M,0,0
57.8301,21108,470,Emigrating,23337,2278,F,0,0
57.8301,21108,1001,Received_Treatment,23565,2004,M,1,0
57.8301,21108,1001,NewInfectionEvent,15970,10778,F,1,0
57.8301,21108,1001,NewInfectionEvent,20350,5720,M,1,0.0640167
57.8301,21108,1001,NewInfectionEvent,16503,10170,M,1,0.000205155
57.8301,21108,192,Emigrating,24644,728,M,0,0
57.8329,21109,634,Emigrating,13940,13131,F,0,0
57.8329,21109,628,Emigrating,21694,4181,F,0,0
57.8329,21109,1001,NewInfectionEvent,21024,4975,M,1,3.87944e-05
57.8329,21109,1001,NewInfectionEvent,22385,3385,M,1,0.339502
57.8329,21109,1001,NewInfectionEvent,20864,5169,M,1,0.0127237
57.8329,21109,1001,NewInfectionEvent,20614,5436,M,1,0.00271747
57.8329,21109,1001,NewInfectionEvent,9255,18427,F,1,0
57.8329,21109,67,Emigrating,22148,3679,F,0,0
57.8329,21109,15,Emigrating,8574,19184,F,0,0
57.8329,21109,3,Emigrating,12742,14530,M,0,0
57.8356,21110,559,Emigrating,23653,1905,M,0,0
57.8356,21110,532,Emigrating,23337,2280,F,0,0
57.8356,21110,498,Emigrating,21342,4561,M,0,0
57.8356,21110,1001,NewInfectionEvent,20924,5103,F,1,0
57.8356,21110,1001,NewClinicalCase,24188,1261,M,1,0
57.8356,21110,50,Emigrating,21660,4217,M,0,0
57.8384,21111,544,Emigrating,21660,4218,M,0,0
57.8384,21111,1001,NewInfectionEvent,13863,13227,F,1,0
57.8384,21111,1001,NewInfectionEvent,10051,17540,M,1,0
57.8384,21111,1001,NewInfectionEvent,19814,6292,F,1,9.27236e-05
57.8384,21111,1001,NewInfectionEvent,17933,8517,M,1,0
57.8384,21111,1001,NewInfectionEvent,18657,7659,M,1,0
57.8384,21111,191,Emigrating,22538,3224,M,0,0
57.8384,21111,168,Emigrating,24670,697,F,0,0
57.8411,21112,466,Emigrating,22148,3682,F,0,0
57.8411,21112,1001,NewInfectionEvent,12215,15127,F,1,0.0035247
57.8438,21113,736,Emigrating,20533,5527,F,0,0
57.8438,21113,680,Emigrating,18552,7778,F,0,0
57.8438,21113,470,Emigrating,21694,4185,F,0,0
57.8438,21113,439,Emigrating,14282,12733,M,0,0
57.8438,21113,1001,NewInfectionEvent,15235,11624,F,1,0
57.8438,21113,1001,NewInfectionEvent,20446,5631,F,1,0.0138647
57.8438,21113,1001,NewInfectionEvent,17433,9087,F,1,0
57.8466,21114,734,Emigrating,7592,20399,M,0,0
57.8466,21114,696,Emigrating,14593,12382,M,0,0
57.8466,21114,650,Emigrating,20533,5528,F,0,0
57.8466,21114,559,Emigrating,22538,3227,M,0,0
57.8466,21114,490,Emigrating,24926,412,F,0,0
57.8466,21114,1001,NewInfectionEvent,21427,4476,F,1,0.135671
57.8466,21114,1001,NewInfectionEvent,18586,7742,M,1,0
57.8466,21114,1001,NewInfectionEvent,15377,11465,M,1,8.18239e-05
57.8466,21114,1001,NewClinicalCase,19814,6295,F,1,4.58548e-06
57.8493,21115,337,Emigrating,21151,4840,F,0,0
57.8493,21115,316,Emigrating,16268,10445,M,0,0
57.8493,21115,1001,NewInfectionEvent,21400,4511,F,1,0
57.8493,21115,1001,NewInfectionEvent,20974,5040,F,1,0.00372181
57.8493,21115,1001,NewInfectionEvent,21501,4399,M,1,0
